"system","user","assistant","language","topic","level","domain"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿Cuáles son ejemplos comunes de gastos hormiga?","Algunos ejemplos son el café o bebidas compradas diariamente, snacks, suscripciones a servicios que no usas (apps, streaming, gimnasio), pequeñas compras por impulso, transporte innecesario o comisiones bancarias que puedes evitar.","es","ant_expenses","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amigablemente conceptos básicos de finanzas personales","What are common examples of ant expenses?","Some examples include daily purchased coffee or drinks, snacks, subscriptions to unused services (apps, streaming, gym), small impulse purchases, unnecessary transportation, or avoidable bank fees.","en","ant_expenses","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿Cómo puedo reducir mis gastos hormiga?","Una buena estrategia es establecer un presupuesto y asignarle una cantidad fija a gastos varios o ocio. También puedes buscar alternativas más económicas, como preparar tu propio café o cancelar suscripciones no utilizadas.","es","ant_expenses","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amigablemente conceptos básicos de finanzas personales","How can I reduce my ant expenses?","A good strategy is to set a budget and allocate a fixed amount to miscellaneous expenses or leisure. You can also look for more economical alternatives, such as making your own coffee or canceling unused subscriptions.","en","ant_expenses","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿Qué impacto tienen los gastos hormiga en mi ahorro?","El impacto es enorme. Si gastas, por ejemplo, 50 unidades monetarias a la semana en gastos hormiga, al año son 2600. Imagina ese dinero invertido o sumado a tu fondo de emergencia. Cada pequeña cantidad cuenta.","es","ant_expenses","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amigablemente conceptos básicos de finanzas personales","What impact do ant expenses have on my savings?","The impact is huge. If you spend, for example, 50 monetary units a week on ant expenses, that's 2600 a year. Imagine that money invested or added to your emergency fund. Every small amount counts.","en","ant_expenses","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿Cómo puedo mantener la motivación para controlar los gastos hormiga?","Visualiza tus metas financieras. Si sabes que al reducir esos gastos puedes alcanzar más rápido un viaje, la inicial de una casa o tu fondo de emergencia, te será más fácil mantener la disciplina. Celebra tus pequeños logros.","es","ant_expenses","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amigablemente conceptos básicos de finanzas personales","How can I stay motivated to control ant expenses?","Visualize your financial goals. If you know that by reducing those expenses you can reach a trip, a down payment for a house, or your emergency fund faster, it will be easier to maintain discipline. Celebrate your small achievements.","en","ant_expenses","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿A qué hora del día soy más propenso a los gastos hormiga?","Muchas personas suelen caer en gastos hormiga durante los descansos del trabajo, a media tarde por antojos, o al final del día por cansancio. Conocer tus momentos de debilidad puede ayudarte a prepararte y evitar estas compras.","es","ant_expenses","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amigablemente conceptos básicos de finanzas personales","At what time of day am I most prone to ant expenses?","Many people tend to incur ant expenses during work breaks, in the late afternoon due to cravings, or at the end of the day due to tiredness. Knowing your weak moments can help you prepare and avoid these purchases.","en","ant_expenses","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿Hay herramientas que me ayuden a gestionar los gastos hormiga?","Sí, existen muchas. Desde aplicaciones de finanzas personales que categorizan tus gastos automáticamente, hasta hojas de cálculo predefinidas o incluso el simple uso de un cuaderno para anotarlos. ¡Encuentra la que mejor se adapte a ti!","es","ant_expenses","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amigablemente conceptos básicos de finanzas personales","Are there tools to help me manage ant expenses?","Yes, many exist. From personal finance apps that automatically categorize your expenses, to predefined spreadsheets or even simply using a notebook to write them down. Find the one that best suits you!","en","ant_expenses","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿Qué son los gastos hormiga?","Los gastos hormiga son pequeñas compras de bajo costo que hacemos de manera frecuente, casi sin darnos cuenta. Aunque individualmente parecen insignificantes, al sumarse al mes pueden representar una cantidad considerable de dinero que se escapa de nuestro presupuesto.","es","fundations","basic","personal_finance"
